215058742,plasticarrow,2307
12244992,alexmouchotte,1456
366570919,brunosarrodet,620
493016406,chrisquette,2095
44578635,thierry_c,3583
937738092,pietro_berti,1646
610906968,JeandeRobien,1835
351511437,myricau,821
209999168,SSIAP4,793
377915090,aourell29,1646
524312432,mariette94val,1390
1292276934,mandrake3430,578
478657425,CitoyennEloOoo,1392
85898326,Cebolla92,1626
121861836,AnthonyFouchard,548
464502436,tetunicois,1087
554581413,PDumalanede,520
59509957,V_Citizen,1256
250795515,AdriendeMeaux,508
636477992,cello_muse,501
1187474786,ADAN_Officiel,3386
507459476,ArethaConnery,2303
288991803,BJM781,1470
580843991,FO_Giesbert,9997
40301992,nanotousch,1020
129948456,Diderot12,1454
471659724,hennaJo,1156
526834453,Jamiedu54,595
106686430,AubeActu,760
391539340,MmeLenvie,10114
36735292,BEDINISebastien,1549
477778623,_A_Weiss_,1181
159090275,Philippedecamps,1234
494120149,MdameMichu,16380
186647026,leanfe4,3661
1145995544,pouceopposable,830
6890532,vmilchberg,2309
637259252,TheOccitan,601
208189540,BenjaminG__,642
197359781,Larmurerie,2137
562422413,futurswing,812
378070152,fabricemucci,557
43607022,pascal95,632
206125363,MANUE_G,512
114775729,_politweet,2429
359422134,Anonyme_curieux,565
461826069,SchmidtkeCedric,696
455692100,FranDIDIER,1120
595866006,coralie1001,2151
279872903,StefanCavers,2180
87377688,natonhg,1211
490589779,Neoprofs,1217
17871187,dombouissou,5918
88462044,Samuel_Lafont,9218
269399115,Nicolasudi62,517
458806722,piekowa,1166
547957320,mauzemontole,512
125207364,chantalrebelle,2874
115093117,BorisThiolay,647
112716692,Guerlavais,861
799253460,NouvelArbitre,1246
746000443,FleurianeRose,1390
361995292,Jerem_MD,1583
52331565,humourdedroite,205544
80235962,lamoniromero,1257
880713271,ClemenceMiku,756
568534007,LaNoctiflore,862
11842122,sebtik,852
192704753,ldevilloutreys,1397
111694745,imodine,2622
434462618,sebzboutet,703
264192701,HeleneFontanaud,10090
21640730,Martov,1804
252552050,martin76130,6460
47706812,jgiovannoni,836
508752598,mc_1220,798
102766650,mayasdreams,910
462258095,ainsivalinfo,696
249091144,vincent_vauclin,1056
162764688,AimeeLoved_B,1259
19233676,Salome_L,7635
992159581,juannovali,995
47336512,Amk84000,4135
312888560,anouchkacohen,2821
183207275,LucBentz,960
493515305,s_ignatovitch,761
381184790,Bebeuss,1251
137370532,pascal44p,3885
193045025,aymordi,591
17400044,teppdude,714
197063362,champ_pignon,1732
827131363,Robespierre2013,1282
393627660,chdelporte,1437
7627832,Alkanz,10715
83880115,ninarevolution,2093
554843376,deuxiemetour,2551
335860185,cha_matou,791
1068828068,levelb_,524
427277574,Loup_solidaire,982
46642939,pprevert,2696
303154397,reidoth,1036
301853897,juls_eve,1067
628126313,deRati,1208
46446811,marineturchi,17965
142598572,Yasmilady,824
18125180,AudeBaron,25226
343349453,maurtyfer,549
1393595936,TeamPSG__,608
295249309,jfporchez,1979
39761398,victorbellec,698
389978629,J_de_Leiris,525
53336284,HugoTravers,2696
5610642,JonBlum,836
117407454,Family_Gay_com,796
610242039,gustaveparking,28360
99245311,petaramesh,1035
30921943,Rushkoff18,1088
46151256,E_Dupin,6737
248240133,VIKTHOR75,1039
557464571,MarieMarchi,2107
1163967229,manifpourtous25,561
1378217570,Miawallace888,921
476098647,CEA055,938
308721132,pierrerosellini,1748
380841357,Maga_Mata,1524
384873279,JOLPress,2223
1381953745,Le_Reel,661
344784037,lookas__,596
92506911,atournier,1865
37642453,vit_leo,552
915287179,jeanpare467,676
256988281,richardwaghorne,2224
340556130,Lennyclerck,896
302906057,Twystsky,3761
560484062,Marcia_lover,509
1085464770,maniftousvernon,509
303864268,east_press_comp,695
582116966,StopLeDeclin,1674
17706796,bastienhugues,19718
574710648,Tatitedu13,950
226889077,E_Mehdi,1802
56396019,Louis_San,1395
83206603,Spidercauchois,1175
562960544,MatiDreams,4379
90894097,douce2franclieu,712
384576997,Gervais_F,575
17406841,ArRicher,706
49728863,Do_56,1072
146816951,Yannzerodeux,747
38244333,Stbslam,1987
1378388058,AntoineBoyer75,1173
572098981,cathy6811,743
514288085,Librevoi,1207
264565063,heavyburtations,508
364184273,29lebreton,1192
340775394,Antoine_Leveque,5600
233832476,Fengel11,701
122934798,LauredeMontalem,830
244549874,AnaComKi,1226
343030340,wagihe2012,844
120037444,franckraleur,711
40639652,dominiquevin,1064
33908285,rambaux,522
222277722,SophiaIfigha,1831
6241412,embruns,5856
194045521,BenoitCAZALS,1561
532335718,BMpolitics,797
30709938,ludovicbhamon,632
346426848,marcvama,687
554485198,Wks_69,5367
1130159095,ManifPourTous29,553
116063765,axellelemaire,5662
434837450,CCalmier,3518
543812894,EricCartmanFR,2186
191008573,oliviersiou1,4401
28666886,bembelly,1970
114082221,ssssandrine,918
36401516,SophieSine,515
376107351,angelinirodsson,626
1064244859,SVimaire,608
51130368,nathanou,1269
1027248156,ktrinelebreton,633
630165516,Pierredu19,1293
1164176504,BrightStar0907,681
517327670,marcoschinsky,764
28775453,mic_hug,1764
239711705,jssinfo,727
344592915,caracoq,1566
31077839,ChrisMichelFr,2255
523264165,MEWJ79,643
376786245,Patourose,1636
252800491,kkerima,1131
561253885,Entre2Tours,1020
527560962,Megane_8D,776
946392384,Pridemap,2035
11632152,Lewiszche,904
84204116,adia66,1415
299760936,fredcocharl,1062
971862548,edensissi,636
499297785,BabeWatin,592
17420789,GaetanAndrieux,2107
253312786,Willy_Rovelli,21363
449256217,Patriote_973,742
36191393,wsm270,912
444039081,CBrousset,594
87308381,FabriceDrevon,1577
470976991,pierrejsch,739
70920002,Arybaux,3026
609416896,ojim_france,769
56325215,MathLOFF,843
86542520,Lahirelsb,1423
758032711,fbu_82,810
82313419,mahorchiche,812
485917030,FabienGrech,700
17567021,jarousseau,770
581070678,blaemag,1318
494772708,follande,568
278223385,abbeamar,6015
50797195,Geekin_20,1153
120609202,HAREL22,1337
91534334,monsieurhug,1223
86054785,Francebleubzh,2063
118122782,centregaux,757
494037039,CarretierG,676
30979415,fabien_lorch,1435
299190831,StphaneCariou,501
46386171,JeanZeid,13508
50140483,Tizzfitz,603
287333441,GilKennedy,660
5661312,antuan,757
17390989,Antwhat,1009
83412210,xavmonty,669
1389542826,LetemplierLoic,713
278063562,olivierdussopt,7152
114675553,icosium59,2032
149893981,Foxity78,882
75584215,plarad,1631
1120655828,vincny01,1225
63832723,ELHistorico7589,1267
41902382,SamHocevar,857
235174844,Just1M0t,974
68654204,julienbellver,9955
22416221,TristanQM,3632
24898882,bloomee,1410
392125682,LauraEden97,685
21302947,PierreKanuty,3634
17530983,david_m_wagner,652
14049604,thisfrenchlife,2232
312307608,Max_Vess,908
201823117,t4gula,508
94788070,ThyHee,2009
220624837,corentincarpent,930
1014115350,Rafiq_al_Taneen,979
33179844,MMaestracci,14422
17682385,isaway,1775
210739755,jftam1974,622
550839581,sarko_lapanique,752
345938366,JJUrvoas,11538
61782086,dimitrimoulins,2075
776797585,lavienbleu57,1611
763178671,CorinneDTR,1440
19062473,jo_delb,2089
299742650,RobinFreret,562
356091626,Demsinho,1174
235910137,PSchydlowski,4255
21749962,pasmalin,658
15353074,Donjipez,4073
452097865,Nicolebougeard,901
474316779,conte_mick,661
597586397,arbaty45,648
433486563,Montag_360,971
1167071,tchuntfr,795
21597335,Littlecelt,1062
563629676,DislyLeopold,793
113861790,delpeyrat,1895
49821396,Elvira1841,1316
17508660,CecileDuflot,145531
84642200,Nat_Hansenn,812
57908699,judithfromparis,605
188063559,PlaceLuxEU,2976
33188603,MarcHernandez_,727
96138456,cristianu7,2305
54302218,_DelenaHope_,740
241201457,BMleila,1110
623005011,SallyTweet_,752
167495274,Pipotin_bzh,776
11793022,misterclem,3405
265933807,lepasblogueur,1541
59741801,Fee_Lait,1057
171626374,Kouentine,859
40255988,alex__marx,1228
121381154,Gentilchanoir,3961
166148161,tbromet,1242
21313364,LeNouvelObs,317909
49968109,lucile013,1482
103261536,Vincent92110,871
22896984,Tefyandria,3220
483062997,FNAnnonay,687
1061129772,anti_UMPFN,937
17578114,MrMaith,1549
833641260,Patxi_Garat,935
86337508,yvesmariecann,7401
18601415,simplymoua,1322
169055522,MFfromParis,1264
49014166,BenGalouye,2489
175099109,CharlesCHT,1584
605752623,ops78v,523
22181573,pinkfrenetik,971
54537104,christophepayet,2005
480494661,Merovingienfr,524
252754991,Les_Cesar_fake,4750
347503470,Woody_UK88,1278
361909258,IleBouchard,1158
18969131,jeromegodefroy,10649
1033306567,Mlinstit,1131
733480272,lilylou14,898
38142665,le_Parisien,201317
305447437,ClaudeClerc,1126
552619385,PercevaldeB,663
392165052,Solenn_C,708
21410703,krokette,1920
1157073098,PrintempsFrance,1930
18396319,itele,107062
560894263,Caleamity,1275
91134395,une_pediatre,1132
247316348,PetulaMoore,20898
263036313,NeoResistant,2978
549486770,LunePatronus,521
478409321,Clyde_Barrow_,2186
472528787,JulGelly,780
475361997,Olivier_Timon,888
451035305,lisemariemichel,829
38486332,LADYPIMPHOS,529
78550274,bnouvelle,609
21755411,FatiElo,2375
487835902,pdesaintpierre,1869
106168111,Had_dock,661
291729637,RonTesoriere,823
464806206,joaq31700,1160
455019965,ObjEgaLorr,549
